Date,Time,Location,Subregion,Operator,FlightType,Cause,Aboard,Fatalities,FatalityRate
11/22/1974,,"Barcelona, Spain",Southern Europe,Alpa Servicios Aéreos,commercial,unknown,4.0,4.0,1.0
12/01/1974,19:26,"Bear Mountain,  Thiells, New York",Northern America,Northwest Orient Airlines,commercial,"mechanical, pilot_error",3.0,3.0,1.0
12/01/1974,11:10,"Near Berryville, Virginia",Northern America,Trans World Airlines,commercial,"cfit, pilot_error",92.0,92.0,1.0
12/04/1974,22:15,"Near Maskeliya, Sri Lanka",Southern Asia,Martinair Holland NV,commercial,"weather, pilot_error",191.0,191.0,1.0
12/11/1974,,"Near Old Harbors, Alaska",Northern America,Kodiak Airways,commercial,undetermined,5.0,5.0,1.0
12/12/1974,,"Near MoHoa, South Vietnam",South-eastern Asia,Military - Vietnamese Air Force,military,shot_down,54.0,54.0,1.0
12/14/1974,,"Bukhara, Uzbekistan",Central Asia,Aeroflot,commercial,"mechanical, pilot_error",7.0,7.0,1.0
12/22/1974,12:30,"Maturin, Venezuela",South America,Aerovias Venezolanas SA (Venezuela),commercial,mechanical,77.0,77.0,1.0
12/26/1974,18:05,"Riverton Heights, Washingon",Northern America,Harbor Airlines - Air Taxi,civilian,unknown,6.0,4.0,0.6666666666666666
12/29/1974,,"Carpathian Mts., near Sibiu, Romania",Eastern Europe,Tarom,commercial,cfit,33.0,33.0,1.0
01/03/1975,,"Moscow, Russia",Eastern Europe,Aeroflot,commercial,unknown,61.0,61.0,1.0
01/03/1975,,"Near Nha Trang, Vietnam",South-eastern Asia,Air America,commercial,shot_down,9.0,9.0,1.0
01/05/1975,10:07,"Palmer, Washington",Northern America,Richland Flying Service - Air Taxii,commercial,"mechanical, cfit, pilot_error",4.0,3.0,0.75
01/06/1975,,"Sierra del Aconquija, Argentina",South America,Military - Argentine Navy,military,"weather, cfit",12.0,12.0,1.0
01/08/1975,08:30,"Near Doncello, Colombia",South America,SATENA,commercial,"fire, weather, cfit, pilot_error",21.0,21.0,1.0
01/09/1975,16:07,"Whittier, California",Northern America,Golden West Airlines / Private,civilian,"mechanical, collision",14.0,14.0,1.0
01/13/1975,17:00,"Juneau, Alaska",Northern America,Channel Flying Service - Air Taxi,civilian,undetermined,5.0,5.0,1.0
01/15/1975,,"Budapest, Hunary",Eastern Europe,Malev Hungarian Airlines,commercial,weather,9.0,9.0,1.0
01/16/1975,,"Sam Neva, Laos",South-eastern Asia,Aeroflot,commercial,unknown,16.0,16.0,1.0
01/30/1975,,"Istanbul, Turkey",Western Asia,Turkish Airlines (THY),commercial,"mechanical, cfit",42.0,42.0,1.0
01/30/1975,,"Santo Domingo, Dominican Republic",Caribbean,Linea Aérea Nacional,commercial,unknown,30.0,1.0,0.03333333333333333
02/01/1975,,"Valdez, Alaska",Northern America,Kenai Air Service - Air Taxi,civilian,cfit,2.0,2.0,1.0
02/01/1975,08:58,"Houston, Texas",Northern America,Horizon Properties,commercial,"mechanical, weather, collision, pilot_error",16.0,5.0,0.3125
02/03/1975,23:10,"Manila, Philippines",South-eastern Asia,Philippine Air Lines,commercial,"fire, mechanical",33.0,32.0,0.9696969696969697
02/09/1975,,"Souda, Crete",unknown,Military - Deutsche Luftwaffe,military,"weather, cfit",40.0,40.0,1.0
02/16/1975,19:00,"Fairbanks, Alaska",Northern America,PacifiAlaska Airlines,commercial,mechanical,3.0,3.0,1.0
02/22/1975,22:12,"Medellin, Colombia",South America,Aerocondor,commercial,"mechanical, weather, cfit, pilot_error",5.0,5.0,1.0
02/27/1975,,"Near Sao Paulo, Brazil",South America,VASP,commercial,"fire, mechanical",15.0,15.0,1.0
03/05/1975,16:18,"Waterford, Wisconsin",Northern America,Burlington Air - Air Taxi,civilian,"mechanical, weather",4.0,2.0,0.5
03/12/1975,18:00,"Pleiku, South Vietnam",South-eastern Asia,Air Vietnam (South Vietnam),commercial,shot_down,26.0,26.0,1.0
03/16/1975,13:40,"Near Barito, Argentina",South America,Military - Argentine Air Force,military,"weather, cfit, pilot_error",55.0,55.0,1.0
03/18/1975,,"Singa, Sudan",Northern Africa,Sudan Airways,commercial,unknown,6.0,5.0,0.8333333333333334
03/20/1975,23:00,"Near Quilcene, Washington",Northern America,Military - U.S. Air Force,military,cfit,16.0,16.0,1.0
04/04/1975,16:30,"Saigon, Vietnam",South-eastern Asia,Military - U.S. Air Force,military,mechanical,330.0,155.0,0.4696969696969697
04/22/1975,13:42,"Goleta, California",Northern America,Skips Air Service - Air Taxi,civilian,"weather, cfit",3.0,3.0,1.0
04/28/1975,23:00,"Deadhorse, Alaska",Northern America,Gay Airways - Air Taxi,civilian,weather,4.0,2.0,0.5
05/03/1975,,"Near Sardinata, Colombia",South America,SATENA,commercial,unknown,6.0,3.0,0.5
05/10/1975,,"Off Cape Paterson, Australia",Australia and New Zealand,Air Express,commercial,"mechanical, cfit, pilot_error",2.0,2.0,1.0
05/12/1975,17:45,"Savoonga, Alaska",Northern America,Foster Aviation,commercial,"mechanical, pilot_error",6.0,6.0,1.0
05/13/1975,21:15,"Near Sakon Nakhon, Thailand",South-eastern Asia,Military - U.S. Air Force,military,fire,23.0,23.0,1.0
06/03/1975,,"Manila, Philippines",South-eastern Asia,Philippine Air Lines,commercial,"sabotage, fire",64.0,1.0,0.015625
06/17/1975,,"Pedro Alfonso, Brazil",South America,Varig,commercial,pilot_error,15.0,1.0,0.26666666666666666
06/24/1975,16:05,"JFK Airport, New York, New York",Northern America,Eastern Air Lines,commercial,weather,124.0,113.0,0.9112903225806451
06/26/1975,22:28,"Toledo, Ohio",Northern America,Hamilton Aviation,commercial,"mechanical, pilot_error",2.0,2.0,1.0
06/30/1975,19:30,"Near Saravena, Colombia",South America,Taxi Aereo El Venado,commercial,unknown,3.0,3.0,1.0
07/02/1975,,"Nantes, France",Western Europe,Touraine Air Transport,commercial,mechanical,8.0,8.0,1.0
07/03/1975,,"Near Colina, Chile",South America,Military - Chilian Air Force,military,unknown,10.0,10.0,1.0
07/10/1975,,"Bogota, Colombia",South America,Aerovias Condor,commercial,unknown,4.0,2.0,0.5
07/10/1975,,"Homer, Alaska",Northern America,Homer Air Service - Air Taxi,civilian,cfit,2.0,2.0,1.0
07/15/1975,23:48,"Poway, California",Northern America,Oceanaire Helicopter - Air Taxi,civilian,"weather, cfit",4.0,4.0,1.0
07/15/1975,,"Near Batumi, Georgia, USSR",Eastern Europe,Aeroflot,commercial,cfit,41.0,41.0,1.0
07/26/1975,20:30,"Imlay City, Michigan",Northern America,Military - U.S. Air Force,military,unknown,6.0,6.0,1.0
07/31/1975,,"Taipei, Taiwan",Eastern Asia,Far Eastern Air Transport,commercial,"mechanical, weather, pilot_error",76.0,28.0,0.3684210526315789
08/03/1975,04:30,"Near Immouzer, Morocco",Northern Africa,Alia Royal Jordanian Airlines,commercial,"mechanical, cfit, pilot_error",188.0,188.0,1.0
08/03/1975,19:30,"Off Amapala, Honduras",Central America,Military - Nicaraguan Air Force,military,"fuel, weather, pilot_error",20.0,20.0,1.0
08/07/1975,16:11,"Denver, Colorado",Northern America,Continental Airlines,commercial,weather,131.0,0.0,0.0
08/15/1975,,"Krasnovodsk, USSR",Eastern Europe,Aeroflot,commercial,weather,28.0,28.0,1.0
08/20/1975,01:15,"Near Damascus, Syria",Western Asia,Ceskoslovenske Aerolinie,commercial,"mechanical, pilot_error",128.0,126.0,0.984375
08/25/1975,20:42,"Minford, Ohio",Northern America,Portsmouth Aviation - Air Taxi,civilian,"fuel, mechanical, cfit",4.0,2.0,0.5
08/30/1975,,"Off Punta Amapala, El Salvador",Central America,Military - Nicaraguan Air Force,military,fuel,20.0,20.0,1.0
08/30/1975,13:57,"Near Gambell, Alaska",Northern America,Wien Air Alaska,commercial,"mechanical, weather, cfit, pilot_error",32.0,10.0,0.3125
09/01/1975,,"Leipzig-Halle, East Germany",Eastern Europe,Interflug,commercial,"collision, cfit",34.0,26.0,0.7647058823529411
09/11/1975,,"Near Bahar Dar, Ethiopia",Eastern Africa,Ethiopian Airlines,commercial,"weather, cfit",9.0,1.0,0.1111111111111111
09/24/1975,,"Near Palembang, Indonesia",South-eastern Asia,Garuda Indonesia Airlines,commercial,"weather, cfit",61.0,25.0,0.4262295081967213
09/30/1975,,"Off Beirut, Lebanon",Western Asia,Malev Hungarian Airlines,commercial,cfit,60.0,60.0,1.0
09/30/1975,,"Klua Tan Tan, Canada",Northern America,Northern Thunderbird Air,commercial,cfit,7.0,7.0,1.0
09/30/1975,,"Barranquilla, Colombia",South America,AVIANCA,commercial,"weather, cfit",4.0,4.0,1.0
10/23/1975,19:28,"Cairns Airport, Queensland, Australia",Australia and New Zealand,Connair,commercial,"weather, pilot_error",11.0,11.0,1.0
10/26/1975,11:30,"Zephyr Cove, Nevada",Northern America,Air Taxi,civilian,"mechanical, collision, cfit",2.0,2.0,1.0
10/27/1975,06:45,"Tomonoco, Bolivia",South America,TAM (Bolivia),commercial,"cfit, pilot_error",67.0,67.0,1.0
10/30/1975,09:20,"Near Prague, Czechoslovakia",Eastern Europe,Inex Adria Aviopromet,commercial,weather,120.0,75.0,0.625
11/03/1975,13:02,Gulf of Mexico,unknown,Petroleum Helicopter,commercial,mechanical,9.0,9.0,1.0
11/07/1975,19:25,"State College, Pennsylvania",Northern America,Quakertown Aviation - Air Taxi,civilian,"collision, cfit",4.0,4.0,1.0
11/18/1975,,"Caoba, Guatemala",Central America,Aviateca,commercial,"weather, cfit",22.0,15.0,0.6818181818181818
11/20/1975,,"Kharkov, Ukraine, USSR",Eastern Europe,Aeroflot,commercial,unknown,19.0,19.0,1.0
11/22/1975,,Near Novgorod (Russia,unknown,Aeroflot,commercial,weather,6.0,6.0,1.8333333333333333
11/22/1975,,"Sofia, Bulgaria",Eastern Europe,Balkan Bulgarian Airlines,commercial,unknown,48.0,3.0,0.0625
11/25/1975,18:50,"Near Bir Lahfan, Egypt",Northern Africa,Military - Israel  Air Force,military,cfit,20.0,20.0,1.0
11/29/1975,,"Hertfordshire, England",Northern Europe,Private,civilian,"weather, cfit",6.0,6.0,1.0
11/30/1975,09:09,"Elko, Nevada",Northern America,SceniAirline - Air Taxi,civilian,weather,2.0,2.0,1.0
12/21/1975,,"Tacloban, Philippines",South-eastern Asia,Philippine Aerotransport,commercial,unknown,9.0,9.0,1.0
12/26/1975,14:49,"Rollinsville, Colorado",Northern America,Star Aviation,commercial,"weather, cfit",9.0,9.0,1.0
01/01/1976,05:30,"Near Al Qaysumah, Saudi Arabia",Western Asia,Middle East Airlines,commercial,sabotage,82.0,82.0,1.0
01/03/1976,,"Moscow, Russia",Eastern Europe,Aeroflot,commercial,mechanical,61.0,61.0,1.0
01/03/1976,17:58,"Anchorage, Alaska",Northern America,Winship Air,commercial,"fuel, weather, pilot_error",6.0,6.0,1.0
01/06/1976,20:15,"Grants, New Mexico",Northern America,Orlando Airways - Air Taxi,civilian,weather,4.0,4.0,1.0
01/08/1976,,"Mactan Island, Philippines",South-eastern Asia,Philippine Aerotransport,commercial,unknown,7.0,7.0,1.0
01/15/1976,,"Near Bogota, Colombia",South America,Taxi Aereo el Venado,commercial,"weather, cfit",13.0,13.0,1.0
01/15/1976,14:24,"Orofino, Idaho",Northern America,Green Acres - Air Taxi,civilian,"weather, cfit",3.0,3.0,1.0
01/18/1976,15:44,"Near San Borja, Bolivia",South America,Frigorifico Maniqui,commercial,"mechanical, cfit, pilot_error",10.0,7.0,0.7
01/20/1976,07:15,"Near Loja, Ecuador",South America,TAME,commercial,"mechanical, cfit",42.0,34.0,0.8095238095238095
01/21/1976,,"Near Shanghai, China",Eastern Asia,CAAC,commercial,unknown,40.0,40.0,1.0
01/22/1976,,"Chapeco, Brazil",South America,Transbrasil,commercial,unknown,11.0,9.0,0.8181818181818182
01/30/1976,,"Frunze, Kyrgyzstan",Central Asia,Aeroflot,commercial,"mechanical, pilot_error",6.0,6.0,1.0
02/03/1976,05:42,"Lafayette, Louisiana",Northern America,Falcon Airways - Air Taxi,civilian,"weather, cfit, pilot_error",2.0,2.0,1.0
02/04/1976,,"Off Santa Maria, Colombia",South America,LAC Colombia,commercial,"mechanical, cfit",3.0,3.0,1.0
02/06/1976,,"Madrid, Spain",Southern Europe,Military - U.S. Air Force,military,fire,7.0,7.0,1.0
09/02/1976,17:15,"Hawk Inlet, Alaska",Northern America,Temsco Helicopter - Air Taxi,civilian,"mechanical, pilot_error",4.0,3.0,0.75
02/08/1976,10:44,"Van Nuys, California",Northern America,Mercer Airlines,commercial,mechanical,6.0,3.0,0.5
02/09/1976,,"Irkutsk, Russia",Eastern Europe,Aeroflot,commercial,unknown,24.0,24.0,1.0
02/21/1976,16:33,"St. Croix, Virgin Islands",Caribbean,Antilles Air,commercial,mechanical,11.0,5.0,0.45454545454545453
03/01/1976,,"Sibiu, Romania",Eastern Europe,Tarom,commercial,unknown,9.0,6.0,0.6666666666666666
03/02/1976,,Southeastern Bolivia,unknown,TAM (Bolivia),commercial,cfit,22.0,19.0,0.8636363636363636
03/06/1976,01:00,"Near Voronezh, Russia",Eastern Europe,Aeroflot,commercial,mechanical,120.0,120.0,1.0583333333333333
03/07/1976,11:07,"Igiugig, Alaska",Northern America,Kodiak Western Alaska Airlines,commercial,weather,4.0,4.0,1.0
03/07/1976,02:20,"San Onofre, California",Northern America,Sky Haven - Air Taxi,civilian,fire,2.0,2.0,1.0
03/18/1976,,Havana. Cuba,unknown,Cubana de Aviacion,commercial,collision,5.0,5.0,1.0
04/02/1976,,"Near Puerto Asis, Colombia",South America,SATENA,commercial,cfit,16.0,5.0,0.3125
04/05/1976,08:19,"Ketchikan, Alaska",Northern America,Alaska Airlines,commercial,pilot_error,50.0,1.0,0.02
04/08/1976,07:25,"Friday Harbor, Washington",Northern America,North Sound Aviation,commercial,"weather, pilot_error",7.0,7.0,1.0
04/08/1976,14:56,"Aspen, Colorado",Northern America,Royal American - Air Taxi,civilian,undetermined,2.0,2.0,1.0
04/14/1976,,"Neuquen, Argentina",South America,Yacimientos Petroliferos Fiscales,commercial,mechanical,34.0,34.0,1.0
04/15/1976,14:55,"Palm Desert, California",Northern America,Chartair - Air Taxi,civilian,weather,6.0,6.0,1.0
04/23/1976,08:08,Gulf of Mexico,unknown,Petroleum Helicopter,commercial,mechanical,12.0,12.0,1.0
04/27/1976,11:15,"Anaktuvuk, Alaska",Northern America,Frontier Flying Service - Air Taxi,civilian,weather,5.0,5.0,1.0
04/27/1976,15:10,"St. Thomas, Virgin Islands",Caribbean,American Airlines,commercial,"fire, cfit, pilot_error",88.0,37.0,0.42045454545454547
05/04/1976,,"Near Monze, Zambia",Eastern Africa,de Havilland Aircraft,commercial,mechanical,11.0,11.0,1.0
05/05/1976,,"Camuigan, Philippines",South-eastern Asia,Philippine Aerotransport,commercial,unknown,10.0,4.0,0.4
11/23/1976,09:45,"Kozani, Greece",Southern Europe,OlympiAirways,commercial,"weather, cfit",50.0,50.0,1.0
05/09/1976,16:30,"Near Cuneca, Spain",Southern Europe,Military - Imperial Iranian Air Force,military,"fire, mechanical, cfit",17.0,17.0,1.0
05/15/1976,,"Chernigov, Ukraine, USSR",Eastern Europe,Aeroflot,commercial,pilot_error,52.0,52.0,1.0
05/18/1976,08:56,"Petersburg, Alaska",Northern America,Lab Flying Service - Air Taxi,civilian,pilot_error,6.0,6.0,1.0
05/23/1976,,"Zamboanga, Philipines",South-eastern Asia,Philippine Air Lines,commercial,sabotage,87.0,14.0,0.19540229885057472
06/01/1976,,"Nacias Nguema, Equatorial Guinea",Middle Africa,Aeroflot,commercial,cfit,46.0,46.0,1.0
06/04/1976,14:48,"Agana, Guam",Micronesia,Air Manila,commercial,"fire, mechanical, cfit",45.0,45.0,1.0222222222222221
06/06/1976,,"Off Kota Kinabalu, Malaysia",South-eastern Asia,Sabah Air,commercial,"cfit, pilot_error",12.0,12.0,1.0
06/10/1976,10:07,"Somerset, Colorado",Northern America,Sky Chopper  - Air Taxi,civilian,"mechanical, pilot_error",2.0,2.0,1.0
06/27/1976,,"Entebbe, Uganda",Eastern Africa,Air France,commercial,sabotage,258.0,7.0,0.027131782945736434
07/05/1976,,"Daiku, Burma",South-eastern Asia,Military - Burma Air Force,military,fire,17.0,17.0,1.0
07/24/1976,09:21,"Huntsville, Missouri",Northern America,Reed Aviation - Air Taxi,civilian,"mechanical, collision, pilot_error",5.0,5.0,1.0
07/27/1976,22:05,"Greensburg, Kansas",Northern America,Capitol Air Service - Air Taxi,civilian,"mechanical, collision, pilot_error",3.0,2.0,0.6666666666666666
07/28/1976,,"Bratislava, Czechoslovakia",Eastern Europe,Ceskoslovenske Aerolinie,commercial,"mechanical, cfit, pilot_error",79.0,76.0,0.9620253164556962
08/01/1976,15:00,"Billings, Vermont",Northern America,Mamer - Shreck  - Air Taxi,civilian,weather,4.0,3.0,0.75
08/02/1976,,"Near Tehran, Iran",Western Asia,Korean Airlines,commercial,cfit,5.0,5.0,1.0
08/09/1976,,,unknown,Military - Spanish Air Force,military,unknown,33.0,11.0,0.3333333333333333
08/15/1976,,"Andes Mountains, Ecuador",South America,SAETA,commercial,unknown,59.0,59.0,1.0
08/25/1976,07:10,"Sunnyside, Utah",Northern America,Green River Aviation - Air Taxi,civilian,"mechanical, cfit, pilot_error",3.0,3.0,1.0
08/28/1976,,"Shanisu River, Peru",South America,Aeroperu,commercial,unknown,6.0,6.0,1.0
08/28/1976,12:40,"Sondre Stromfjord,Greenland",Northern America,Military - U.S. Air Force,military,mechanical,27.0,23.0,0.8518518518518519
08/28/1976,12:40,"Near Thorney, England",Northern Europe,Military - U.S. Air Force,military,"mechanical, weather",18.0,18.0,1.0
08/28/1976,,"Ho Chi Minh City, Vietnam",South-eastern Asia,Air France,commercial,sabotage,20.0,1.0,0.05
09/03/1976,21:45,"Lajes, Azores, Portugal",Southern Europe,Military - Venezuelan Air Force,military,"weather, cfit",68.0,68.0,1.0
09/03/1976,,"Timmins, Ontario, Canada",Northern America,Austin Airways,commercial,cfit,10.0,10.0,1.0
09/09/1976,14:50,"Off Adler, Russia",Eastern Europe,Aeroflot / Aeroflot,commercial,"collision, pilot_error",90.0,90.0,1.0
09/10/1976,10:15,"Near Gaj, Hrvatska, Yugoslavia",Southern Europe,Inex Adria Aviopromet / British Airways,commercial,"collision, pilot_error",176.0,176.0,1.0
09/19/1976,23:15,"Karatepe Mountains, Turkey",Western Asia,Turkish Airlines (THY),commercial,cfit,154.0,154.0,1.0
09/22/1976,,"Near Mosher Creek, Canada",Northern America,Air West Airlines Ltd.,commercial,"cfit, pilot_error",19.0,1.0,0.05263157894736842
09/22/1976,19:56,"San Bernardino, California",Northern America,Loma Linda University - Air Taxi,civilian,"mechanical, pilot_error",4.0,4.0,1.0
09/26/1976,,"Near Alpena, Michigan",Northern America,Military - U.S. Air Force,military,cfit,20.0,15.0,0.75
10/04/1976,,"Nairobi, Kenya",Eastern Africa,Emirates Air Transport,commercial,cfit,4.0,4.0,1.0
10/06/1976,13:24,"Off Bridgetown, Barbados",Caribbean,Cubana de Aviacion,commercial,"sabotage, fire, cfit",73.0,73.0,1.0
10/09/1976,13:02,"Busick, North Carolina",Northern America,Aero National - Air Taxi,civilian,weather,4.0,4.0,1.0
10/13/1976,01:37,"Near Bombay, India",Southern Asia,Indian Airlines,commercial,"fire, mechanical",95.0,95.0,1.0
10/13/1976,,"Santa Cruz, Bolivia",South America,Lloyd Aéreo Boliviano,commercial,"mechanical, cfit, pilot_error",3.0,3.0,38.666666666666664
10/20/1976,19:08,"Hampton, Virginia",Northern America,Skyline Aviation - Air Taxi,civilian,mechanical,4.0,4.0,1.0
10/25/1976,07:20,"El Yopal, Colombia",South America,Taxi Aereo el Venado,commercial,"fire, mechanical",32.0,32.0,1.0
10/28/1976,,"Near Petrolia, Brazil",South America,Nordeste Linhas Aéreas,commercial,unknown,6.0,2.0,0.3333333333333333
11/04/1976,,"Banjarmasin, Indonesia",South-eastern Asia,Bali International Air Service,commercial,mechanical,38.0,29.0,0.7631578947368421
11/05/1976,,AtlantiOcean,unknown,Inair Panama,commercial,undetermined,2.0,2.0,1.0
11/12/1976,17:22,"Shannon, Ireland",Northern Europe,Aeroleasing - Air Taxi,civilian,pilot_error,5.0,5.0,1.0
11/23/1976,,"Eastville, Kisangani, Congo",Middle Africa,PacifiWestern Airlines,commercial,unknown,6.0,6.0,1.0
11/28/1976,19:00,"Moscow, Russia",Eastern Europe,Aeroflot,commercial,weather,72.0,72.0,1.0
11/29/1976,14:20,"Grand Canyon, Arizona",Northern America,Grand Canyon Air - Air Taxi,civilian,unknown,2.0,2.0,1.0
12/12/1976,23:26,"Cape May, New Jersey",Northern America,AtlantiCity Airlines,commercial,"weather, pilot_error",10.0,3.0,0.3
12/17/1976,,"Kiev, USSR",Eastern Europe,Aeroflot,commercial,weather,55.0,48.0,0.8727272727272727
12/25/1976,03:45,"Near Bangkok, Thailand",South-eastern Asia,EgyptAir,commercial,pilot_error,53.0,53.0,1.3584905660377358
12/28/1976,,Wisconson,Northern America,Valley Air Service - Air Taxi,civilian,undetermined,6.0,6.0,1.0
12/31/1976,,"Near Trujillo, Peru",South America,Faucett,commercial,cfit,19.0,19.0,1.0
01/06/1977,17:05,"Near Palm Springs, California",Northern America,Jet Avia Charter,commercial,"weather, cfit",4.0,4.0,1.0
